TMDB ID,IMDB ID,TITLE,YEAR,GENRE,RATING,RELEASED,ACTORS,AWARDS,COUNTRY,LANGUAGE,BOX OFFICE,ADJ. BOX OFFICE
7457,tt0426883,Alpha Dog,2006,"Biography, Crime, Drama",6.9,12 Jan 2007,"Bruce Willis, Matthew Barry, Emile Hirsch, Fernando Vargas",1 win & 3 nominations.,"Germany, USA",English,15229325.0,19600490.0
8398,tt0455960,The Hitcher,2007,"Horror, Thriller",5.6,19 Jan 2007,"Sean Bean, Sophia Bush, Zachary Knighton, Neal McDonough",2 wins & 1 nomination.,USA,English,16366370.0,20053560.0
13551,tt0783238,The Dead Girl,2006,"Crime, Drama, Mystery",6.7,26 Apr 2007,"Toni Collette, Piper Laurie, Donnie Smith, Michael Raysses",2 wins & 4 nominations.,USA,English,17311.0,22279.0
19629,tt0415234,Red Doors,2005,Drama,6.5,08 Sep 2006,"Tzi Ma, Jacqueline Kim, Elaine Kao, Freda Foh Shen",4 wins.,USA,English,,
12183,tt0373445,The Wendell Baker Story,2005,"Comedy, Drama, Romance",5.5,03 Aug 2005,"Luke Wilson, Eva Mendes, Jacob Vargas, Owen Wilson",1 win.,"USA, Germany","English, Spanish",127144.0,167211.0
1265,tt0398808,Bridge to Terabithia,2007,"Adventure, Drama, Family",7.2,16 Feb 2007,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",6 wins & 5 nominations.,USA,English,82234139.0,100760725.0
14137,tt0453453,Beer League,2006,"Comedy, Sport",6.0,15 Sep 2006,"Artie Lange, Ralph Macchio, Anthony DeSando, Cara Buono",1 win & 1 nomination.,USA,English,475000.0,611335.0
10758,tt0473308,Waitress,2007,"Comedy, Drama, Romance",7.0,25 May 2007,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto",6 wins & 15 nominations.,USA,English,19067631.0,23363390.0
26594,tt0846789,The Secret,2006,Documentary,5.7,13 Sep 2007,"Bob Proctor, Joe Vitale, John Assaraf, Loral Langemeier",,"Australia, USA",English,,
22473,tt0418004,Neverwas,2005,"Drama, Fantasy, Mystery",6.7,04 Aug 2006,"Aaron Eckhart, Ian McKellen, Brittany Murphy, Nick Nolte",,"Canada, USA",English,,
13668,tt0395495,Catch and Release,2006,"Comedy, Drama, Romance",6.0,26 Jan 2007,"Jennifer Garner, Timothy Olyphant, Sam Jaeger, Kevin Smith",,USA,English,15269668.0,19652412.0
7516,tt0475394,Smokin' Aces,2006,"Action, Crime, Drama",6.7,26 Jan 2007,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco",4 wins.,"UK, France, USA",English,35635046.0,45863120.0
10075,tt0397044,Blood and Chocolate,2007,"Drama, Fantasy, Horror",5.5,26 Jan 2007,"Agnes Bruckner, Hugh Dancy, Olivier Martinez, Katja Riemann",,"USA, UK, Germany, Romania","English, Romanian",3525161.0,4319346.0
9760,tt0799949,Epic Movie,2007,"Adventure, Comedy",2.3,26 Jan 2007,"Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays",2 wins & 3 nominations.,USA,English,39737645.0,48690166.0
9966,tt0425430,The Messengers,2007,"Horror, Mystery, Thriller",5.4,02 Feb 2007,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett",1 win & 2 nominations.,USA,English,35374833.0,43344453.0
1257,tt0490084,Because I Said So,2007,"Comedy, Romance",5.6,02 Feb 2007,"Diane Keaton, Mandy Moore, Gabriel Macht, Tom Everett Scott",1 nomination.,USA,"English, Mandarin, Italian",42640890.0,52247485.0
1248,tt0367959,Hannibal Rising,2007,"Crime, Drama, Thriller",6.2,09 Feb 2007,"Aaran Thomas, Gaspard Ulliel, Li Gong, Helena-Lia Tachovská",2 nominations.,"UK, Czech Republic, France, Italy, USA","English, German, Russian",27667947.0,33901278.0
9757,tt0477051,Norbit,2007,"Comedy, Romance",4.0,09 Feb 2007,"Eddie Murphy, Thandie Newton, Terry Crews, Clifton Powell",Nominated for 1 Oscar. Another 8 wins & 8 nominations.,USA,English,95323496.0,116798992.0
14761,tt0380268,Cocaine Cowboys,2006,"Documentary, Crime",7.9,23 Nov 2007,"Jon Roberts, Al Sunshine, Sam Burstyn, Mickey Munday",,USA,English,148872.0,191601.0
1252,tt0441774,Lonely Hearts,2006,"Crime, Drama, Romance",6.5,21 Oct 2006,"John Travolta, James Gandolfini, Jared Leto, Salma Hayek",1 nomination.,"Germany, USA",English,187389.0,241173.0
2062,tt0382932,Ratatouille,2007,"Animation, Comedy, Family",8.0,29 Jun 2007,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy",Won 1 Oscar. Another 64 wins & 42 nominations.,USA,"English, French",206435493.0,252943489.0
11650,tt0428541,Five Fingers,2006,"Drama, Thriller",6.4,25 Aug 2006,"Mimi Ferrer, Laurence Fishburne, Touriya Haoud, Isa Hoes",,USA,English,,
5172,tt0469263,The Astronaut Farmer,2006,"Adventure, Drama, Sci-Fi",6.3,23 Feb 2007,"Billy Bob Thornton, Virginia Madsen, Max Thieriot, Jasper Polish",,USA,"English, Spanish",10996440.0,14152670.0
9965,tt0423505,"Wake Up, Ron Burgundy: The Lost Movie",2004,Comedy,6.2,28 Dec 2004,"Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell",,USA,English,,
37725,tt0482527,It's a Boy Girl Thing,2006,"Comedy, Fantasy, Romance",6.3,26 Dec 2006,"Samaire Armstrong, Kevin Zegers, Sherry Miller, Robert Joy",,"USA, UK, Canada",English,7385434.0,9505222.0
22105,tt0469062,Danika,2006,"Drama, Horror, Mystery",5.7,10 Jun 2006,"Marisa Tomei, Hannah Marks, Guy Camilleri, Akuyoe Graham",2 wins.,USA,English,,
9828,tt0450340,Unknown,2006,"Crime, Drama, Mystery",6.5,03 Nov 2006,"Jim Caviezel, Greg Kinnear, Bridget Moynahan, Joe Pantoliano",,USA,English,63677735.0,81954703.0
71506,tt0379473,Ringers: Lord of the Fans,2005,"Documentary, Comedy",6.3,21 Jan 2005,"Dominic Monaghan, Elijah Wood, Peter Jackson, Viggo Mortensen",1 win & 1 nomination.,USA,English,,
1250,tt0259324,Ghost Rider,2007,"Action, Fantasy, Thriller",5.2,16 Feb 2007,"Matt Long, Raquel Alessi, Brett Cullen, Peter Fonda",1 win & 9 nominations.,"USA, Australia",English,115802596.0,141891843.0
4169,tt0401997,Breach,2007,"Biography, Crime, Drama",7.0,16 Feb 2007,"Chris Cooper, Ryan Phillippe, Laura Linney, Caroline Dhavernas",1 win & 2 nominations.,USA,"English, Russian, Arabic, Latin",32958840.0,40384160.0
16555,tt0778661,Daddy's Little Girls,2007,"Drama, Romance",5.4,14 Feb 2007,"Gabrielle Union, Idris Elba, Louis Gossett Jr., Tasha Smith",1 nomination.,USA,English,31339647.0,38400177.0
11172,tt0758766,Music and Lyrics,2007,"Comedy, Music, Romance",6.5,14 Feb 2007,"Hugh Grant, Scott Porter, Nick Bacon, Andrew Wyatt",6 nominations.,USA,English,50562555.0,61953828.0
3594,tt0481369,The Number 23,2007,"Mystery, Thriller",6.4,23 Feb 2007,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston",5 nominations.,"USA, Germany","English, Chinese",35063732.0,42963264.0
10090,tt0499554,Reno 911!: Miami,2007,"Comedy, Crime",5.9,23 Feb 2007,"Lennie Loftin, Danny DeVito, Robert Ben Garant, Niecy Nash",1 nomination.,USA,English,20339754.0,24922111.0
7874,tt0462200,Black Snake Moan,2006,"Drama, Music",7.0,02 Mar 2007,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson",1 win & 7 nominations.,USA,English,9396487.0,12093493.0
14845,tt0375785,Gray Matters,2006,"Comedy, Romance",5.8,13 Jul 2007,"Heather Graham, Bridget Moynahan, Tom Cavanagh, Molly Shannon",,USA,English,59619.0,76731.0
13916,tt0339526,Shooting Gallery,2005,"Crime, Drama, Thriller",5.3,26 Dec 2005,"Ving Rhames, Roselyn Sanchez, Daniel Newman, Freddie Prinze Jr.",,USA,English,,
22485,tt0449121,loudQUIETloud: A Film About the Pixies,2006,"Documentary, Music",7.2,03 Feb 2007,"Frank Black, Kim Deal, David Lovering, Joey Santiago",,USA,English,3792.0,4880.0
12271,tt0432402,Factory Girl,2006,"Biography, Drama",6.4,16 Feb 2007,"Sienna Miller, Guy Pearce, Hayden Christensen, Jimmy Fallon",1 nomination.,USA,"English, Slovak, French",1654367.0,2129208.0
26655,tt0469937,Like Mike 2: Streetball,2006,"Comedy, Family, Sport",4.3,06 Jun 2006,"Jascha Washington, Kel Mitchell, Michael Beach, Brett Kelly",1 nomination.,"USA, Canada",English,,
4638,tt0425112,Hot Fuzz,2007,"Action, Comedy, Mystery",7.9,20 Apr 2007,"Simon Pegg, Martin Freeman, Bill Nighy, Robert Popper",2 wins & 8 nominations.,"UK, France, USA",English,23618786.0,28939878.0
9695,tt0424938,Karla,2006,"Crime, Drama, Thriller",5.5,20 Jan 2006,"Laura Prepon, Misha Collins, Patrick Bauchau, Emilie Jacobs",,USA,English,,
12554,tt0112681,Citizen X,1995,"Biography, Crime, Drama",7.6,25 Feb 1995,"Stephen Rea, Donald Sutherland, Max von Sydow, Jeffrey DeMunn",Won 1 Golden Globe. Another 9 wins & 11 nominations.,"USA, Hungary",English,,
1738,tt0435705,Next,2007,"Action, Sci-Fi, Thriller",6.2,27 Apr 2007,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann",2 wins & 3 nominations.,USA,"English, French, German, Serbian",17993461.0,22047220.0
1253,tt0443456,Breaking and Entering,2006,"Drama, Romance",6.5,10 Nov 2006,"Jude Law, Robin Wright, Martin Freeman, Juliette Binoche",5 nominations.,"UK, USA","English, Serbo-Croatian",928960.0,1195592.0
15325,tt0301555,God Grew Tired of Us,2006,Documentary,8.0,12 Jan 2007,"Panther Bior, John Bul Dau, Nicole Kidman, Daniel Abol Pach",6 wins.,USA,English,275736.0,354878.0
15163,tt0454776,Amazing Grace,2006,"Biography, Drama, History",7.5,23 Feb 2007,"Ioan Gruffudd, Romola Garai, Benedict Cumberbatch, Albert Finney",1 win & 6 nominations.,"USA, UK",English,21208358.0,27295642.0
10845,tt0264323,2001 Maniacs,2005,"Comedy, Horror",5.4,13 Jul 2006,"Robert Englund, Lin Shaye, Giuseppe Andrews, Jay Gillespie",1 nomination.,USA,English,,
31015,tt0120186,Body Count,1998,"Crime, Drama, Thriller",5.5,28 Apr 1998,"David Caruso, Linda Fiorentino, John Leguizamo, Ving Rhames",,USA,English,,
1949,tt0443706,Zodiac,2007,"Crime, Drama, History",7.7,02 Mar 2007,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr.",2 wins & 65 nominations.,USA,English,33048353.0,40493839.0
10942,tt0106336,Babylon 5: The Gathering,1993,"Action, Adventure, Sci-Fi",6.6,22 Feb 1993,"Michael O'Hare, Tamlyn Tomita, Jerry Doyle, Mira Furlan",Won 1 Primetime Emmy. Another 1 nomination.,"USA, Canada",English,,
7006,tt0496436,White Noise 2: The Light,2007,"Drama, Fantasy, Horror",5.7,05 Jan 2007,"Nathan Fillion, Katee Sackhoff, Craig Fairbrass, Adrian Holmes",5 nominations.,"USA, Canada",English,,
11199,tt0486946,Wild Hogs,2007,"Action, Adventure, Comedy",5.9,02 Mar 2007,"Tim Allen, John Travolta, Martin Lawrence, William H. Macy",4 nominations.,USA,English,168213584.0,206110539.0
9784,tt0420757,Man About Town,2006,"Comedy, Drama",5.6,08 Jun 2006,"Ben Affleck, Rebecca Romijn, John Cleese, Sam Ball",,USA,English,,
8965,tt0344864,Atlantis: Milo's Return,2003,"Adventure, Animation, Family",5.0,19 May 2003,"James Arnold Taylor, Cree Summer, John Mahoney, Jacqueline Obradors",1 nomination.,USA,English,,
14624,tt0482629,The Ultimate Gift,2006,"Drama, Family, Romance",7.4,09 Mar 2007,"James Garner, Bill Cobbs, Lee Meriwether, George Lee",3 wins.,USA,"English, Spanish",3420871.0,4402739.0
1271,tt0416449,300,2006,"Action, Fantasy",7.7,09 Mar 2007,"Gerard Butler, Lena Headey, Dominic West, David Wenham",16 wins & 43 nominations.,USA,English,210592590.0,271037486.0
14055,tt0477095,Starter for 10,2006,"Comedy, Drama, Romance",6.7,09 Mar 2007,"Joseph Friend, James Gaddas, Catherine Tate, Mark Gatiss",1 win & 3 nominations.,"UK, USA",English,210128.0,270439.0
2267,tt0768212,The Last Mimzy,2007,"Family, Sci-Fi",6.3,23 Mar 2007,"Chris O'Neil, Rhiannon Leigh Wryn, Joely Richardson, Timothy Hutton",7 nominations.,USA,"English, Spanish",21460590.0,26295461.0
31040,tt0468548,The Situation,2006,Drama,6.5,18 Oct 2006,"Connie Nielsen, Damian Lewis, Mido Hamada, Driss Roukhe",,USA,"English, Arabic",48195.0,62028.0
50185,tt0101725,Diary of a Hitman,1991,"Crime, Drama",5.4,20 Nov 1991,"Forest Whitaker, Peter White, John Bedford Lloyd, Seymour Cassel",1 nomination.,USA,English,31815.0,63705.0
15664,tt0458367,Right at Your Door,2006,"Drama, Thriller",6.2,08 Sep 2006,"Mary McCormack, Rory Cochrane, Tony Perez, Scotty Noyd Jr.",1 win & 2 nominations.,USA,English,64802.0,83401.0
16727,tt0433416,The Namesake,2006,Drama,7.6,06 Apr 2007,"Kal Penn, Tabu, Irrfan Khan, Jacinda Barrett",3 wins & 6 nominations.,"USA, India","English, Hindi, Bengali, French",13569248.0,17463932.0
14434,tt0770772,I Think I Love My Wife,2007,"Comedy, Drama, Romance",5.5,16 Mar 2007,"Chris Rock, Kerry Washington, Gina Torres, Steve Buscemi",1 nomination.,"USA, India",English,12550242.0,15377694.0
27919,tt0429068,The Second Chance,2006,Drama,6.7,17 Feb 2006,"Michael W. Smith, Jeff Obafemi Carr, J. Don Ferguson, Lisa Arrindell",1 win.,USA,English,432253.0,556319.0
9963,tt0477071,Premonition,2007,"Drama, Mystery, Thriller",5.9,16 Mar 2007,"Sandra Bullock, Julian McMahon, Shyann McClure, Courtney Taylor Burness",2 nominations.,USA,English,47852604.0,58633350.0
14001,tt0455760,Dead Silence,2007,"Horror, Thriller",6.2,16 Mar 2007,"Ryan Kwanten, Amber Valletta, Donnie Wahlberg, Michael Fairman",,USA,English,16545445.0,20272979.0
2355,tt0490204,Reign Over Me,2007,Drama,7.5,23 Mar 2007,"Adam Sandler, Don Cheadle, Jada Pinkett Smith, Liv Tyler",3 nominations.,USA,English,19661987.0,24091649.0
16385,tt0475355,Pride,2007,"Drama, Family, Sport",5.8,23 Mar 2007,"Terrence Howard, Bernie Mac, Kimberly Elise, Tom Arnold",2 wins & 3 nominations.,"Germany, USA",English,1373400.0,1682814.0
7485,tt0822854,Shooter,2007,"Action, Crime, Drama",7.2,23 Mar 2007,"Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara",2 nominations.,USA,English,46975183.0,57558254.0
9793,tt0800069,The Hills Have Eyes II,2007,"Action, Horror, Thriller",5.1,23 Mar 2007,"Cécile Breccia, Michael Bailey Smith, Archie Kao, Jay Acovone",,USA,English,20801344.0,25487693.0
1273,tt0453556,TMNT,2007,"Animation, Action, Adventure",6.3,23 Mar 2007,"Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith",2 nominations.,"Hong Kong, USA",English,54132596.0,66328166.0
8199,tt0417614,Dreamland,2006,Drama,6.4,01 Aug 2007,"Agnes Bruckner, Kelli Garner, Justin Long, John Corbett",3 wins & 1 nomination.,USA,English,4350.0,5598.0
30081,tt0271210,R.S.V.P.,2002,"Comedy, Crime, Horror",5.2,15 Jan 2002,"James M. Churchman, Sharon Bruneau, Scott Workman, A. Scott",4 wins.,USA,English,,
297853,tt0250790,Turn of Faith,2002,"Crime, Drama",5.6,05 Jun 2002,"Ray 'Boom Boom' Mancini, Mia Sara, Costas Mandylor, Alan Gelfant",,USA,English,,
18437,tt0428446,The Darwin Awards,2006,"Adventure, Comedy, Romance",6.0,05 Jul 2006,"David Arquette, Ty Burrell, Josh Charles, Kevin Dunn",,USA,English,,
8270,tt0427470,The Lookout,2007,"Crime, Drama, Thriller",7.1,30 Mar 2007,"Joseph Gordon-Levitt, Jeff Daniels, Matthew Goode, Isla Fisher",1 win & 11 nominations.,USA,English,4587858.0,5621459.0
9955,tt0445934,Blades of Glory,2007,"Comedy, Sport",6.3,30 Mar 2007,"Will Ferrell, Jon Heder, Will Arnett, Amy Poehler",3 wins & 10 nominations.,USA,"English, Japanese",118153533.0,144772424.0
10172,tt0422774,Are We Done Yet?,2007,"Comedy, Family, Fantasy",4.0,04 Apr 2007,"Ice Cube, Nia Long, John C. McGinley, Aleisha Allen",3 nominations.,"Canada, USA",English,49631958.0,60813576.0
253768,tt0462322,Grindhouse,2007,"Action, Horror, Thriller",7.6,06 Apr 2007,"Kurt Russell, Zoë Bell, Rosario Dawson, Vanessa Ferlito",7 wins & 15 nominations.,USA,"English, Spanish",25031037.0,30670296.0
1683,tt0444682,The Reaping,2007,"Horror, Thriller",5.7,05 Apr 2007,"Hilary Swank, David Morrissey, Idris Elba, AnnaSophia Robb",1 nomination.,USA,"English, Spanish",25117498.0,30776236.0
10107,tt0476995,Firehouse Dog,2007,"Action, Comedy, Family",5.5,04 Apr 2007,"Josh Hutcherson, Bruce Greenwood, Bill Nunn, Scotch Ellis Loring",2 nominations.,"USA, Canada",English,13922019.0,17058520.0
1267,tt0396555,Meet the Robinsons,2007,"Animation, Adventure, Comedy",6.9,30 Mar 2007,"Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten",1 win & 10 nominations.,USA,English,97821064.0,119859239.0
16018,tt0419434,American Hardcore,2006,"Documentary, History, Music",7.4,22 Sep 2006,"Lucky Lehrer, Vic Bondi, Joe Keithley, Keith Morris",,USA,English,278785.0,358802.0
13249,tt0479537,Seraphim Falls,2006,"Action, Drama, Thriller",6.7,13 Apr 2007,"Liam Neeson, Pierce Brosnan, Michael Wincott, Xander Berkeley",1 win & 1 nomination.,USA,English,413877.0,532669.0
1272,tt0448134,Sunshine,2007,"Adventure, Sci-Fi, Thriller",7.3,27 Jul 2007,"Cillian Murphy, Michelle Yeoh, Troy Garity, Rose Byrne",1 win & 17 nominations.,"UK, USA",English,3675072.0,4503031.0
1590,tt0424908,Copying Beethoven,2006,"Biography, Drama, Music",6.8,08 Mar 2007,"Diane Kruger, Ralph Riach, Matyelok Gibbs, Ed Harris",2 wins & 5 nominations.,"USA, Germany, Hungary",English,352786.0,454043.0
9903,tt0462338,The Hoax,2006,"Comedy, Drama",6.7,20 Apr 2007,"David Aaron Baker, John Carter, Judi Barton, Raul S. Julia",1 win & 3 nominations.,USA,English,7156933.0,9211136.0
11515,tt0455957,Goya's Ghosts,2006,"Biography, Drama, History",6.9,10 Nov 2006,"Javier Bardem, Natalie Portman, Stellan Skarsgård, Randy Quaid",2 wins & 5 nominations.,"USA, Spain",English,1000045.0,1287080.0
7183,tt0457433,Perfect Stranger,2007,"Crime, Mystery, Thriller",5.7,13 Apr 2007,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow",1 win.,USA,English,23705592.0,29046241.0
8271,tt0486822,Disturbia,2007,"Drama, Mystery, Thriller",6.9,13 Apr 2007,"Shia LaBeouf, Sarah Roemer, Carrie-Anne Moss, David Morse",4 wins & 6 nominations.,USA,"English, Spanish",80050171.0,98084729.0
1534,tt0446013,Pathfinder,2007,"Action, Adventure, Drama",5.4,13 Apr 2007,"Karl Urban, Moon Bloodgood, Russell Means, Clancy Brown",1 nomination.,USA,"English, Icelandic",10232081.0,12537273.0
13158,tt0455326,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,"Animation, Action, Adventure",6.9,13 Apr 2007,"Dana Snyder, Carey Means, Dave Willis, Andy Merrill",,USA,English,5518918.0,6762278.0
20405,tt0492481,Puccini for Beginners,2006,"Comedy, Romance",6.1,07 Feb 2007,"Ken Barnett, Julianne Nicholson, Brian Letscher, Elizabeth Reaser",1 win & 1 nomination.,USA,English,89417.0,115081.0
18777,tt0376196,Slow Burn,2005,"Drama, Mystery, Thriller",5.9,13 Apr 2007,"Ray Liotta, LL Cool J, Mekhi Phifer, Jolene Blalock",,USA,English,1181197.0,1553430.0
16392,tt0780595,Redline,2007,Action,4.0,13 Apr 2007,"Nathan Phillips, Nadia Bjorlin, Angus Macfadyen, Eddie Griffin",1 nomination.,USA,English,6877133.0,8426487.0
15534,tt0460812,Griffin & Phoenix,2006,"Comedy, Drama, Romance",7.1,18 Jan 2007,"Amanda Peet, Dermot Mulroney, Sarah Paulson, Blair Brown",1 nomination.,USA,English,,
30694,tt0105242,Shatterbrain,1991,"Fantasy, Horror",6.4,26 Mar 1993,"John Terry, Jane Sibbett, Chris Sarandon, Robert Romanus",2 nominations.,"Canada, USA",English,,
1441,tt0445946,The Contract,2006,"Action, Crime, Drama",5.7,05 Apr 2007,"Morgan Freeman, John Cusack, Jamie Anderson, Alice Krige",,"Germany, USA",English,5549200.0,7141947.0
6145,tt0488120,Fracture,2007,"Crime, Drama, Mystery",7.2,20 Apr 2007,"Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike",2 wins & 2 nominations.,"USA, Germany",English,39004700.0,47792096.0
10294,tt0452702,Vacancy,2007,"Horror, Thriller",6.2,20 Apr 2007,"Kate Beckinsale, Luke Wilson, Frank Whaley, Ethan Embry",1 nomination.,USA,English,18986844.0,23264403.0
13067,tt0419843,In the Land of Women,2007,"Comedy, Drama, Romance",6.5,20 Apr 2007,"Adam Brody, Kelsey Keel, Danielle Savre, Gia Mantegna",,USA,English,11043445.0,13531430.0
1268,tt0453451,Mr. Bean's Holiday,2007,"Comedy, Family",6.3,24 Aug 2007,"Rowan Atkinson, Steve Pemberton, Lily Atkinson, Preston Nyman",2 nominations.,"UK, France, Germany, USA","English, French, Spanish, Russian",32553210.0,39887145.0
185158,tt0451070,The Grace Lee Project,2005,Documentary,7.6,11 Mar 2005,"Grace Lee, Aldo Velasco",1 nomination.,USA,English,5965.0,7844.0
9785,tt0435670,The Invisible,2007,"Crime, Drama, Fantasy",6.3,27 Apr 2007,"Justin Chatwin, Margarita Levieva, Marcia Gay Harden, Chris Marquette",1 nomination.,"USA, Canada",English,20568319.0,25202169.0
13280,tt0772178,Kickin' It Old Skool,2007,Comedy,4.6,27 Apr 2007,"Jamie Kennedy, Maria Menounos, Miguel A. Núñez Jr., Michael Rosenbaum",,"USA, Canada",English,4500147.0,5513988.0
14636,tt0443473,The Condemned,2007,"Action, Crime, Thriller",6.1,27 Apr 2007,"Steve Austin, Vinnie Jones, Robert Mammone, Tory Mussett",1 nomination.,USA,"English, Spanish, German",3718.0,4555.0
559,tt0413300,Spider-Man 3,2007,"Action, Adventure",6.2,04 May 2007,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church",Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,USA,"English, French",336530303.0,412347449.0
1950,tt0338216,Lucky You,2007,"Drama, Romance, Sport",5.9,04 May 2007,"Phyllis Somerville, Eric Bana, Horatio Sanz, Drew Barrymore",1 nomination.,"USA, Germany, Australia","English, Spanish",5755286.0,7051898.0
13352,tt0329737,It's a Very Merry Muppet Christmas Movie,2002,"Adventure, Comedy, Family",6.5,29 Nov 2002,"Steve Whitmire, Dave Goelz, Bill Barretta, Eric Jacobson",Nominated for 1 Primetime Emmy. Another 1 nomination.,"USA, Canada",English,,
24397,tt0436460,Kiss Me Again,2006,"Romance, Drama",5.2,28 Apr 2006,"Jeremy London, Katheryn Winnick, Elisa Donovan, Mirelly Taylor",1 nomination.,USA,"English, Hebrew, Spanish",,
18549,tt0432290,Flannel Pajamas,2006,Romance,5.9,22 Jan 2006,"Justin Kirk, Julianne Nicholson, Rebecca Schull, Jamie Harrold",1 nomination.,USA,English,123301.0,158691.0
13574,tt0756729,Year of the Dog,2007,"Comedy, Drama",6.1,11 May 2007,"Molly Shannon, Laura Dern, Regina King, Tom McCarthy",1 win & 1 nomination.,USA,English,1538703.0,1885358.0
13569,tt0486028,Thr3e,2006,"Drama, Horror, Mystery",5.1,05 Jan 2007,"Marc Blucas, Justine Waddell, Laura Jordan, Max Ryan",,"Poland, USA, UK",English,978908.0,1259877.0
17439,tt0469897,Diggers,2006,"Comedy, Drama",6.4,14 Apr 2007,"Paul Rudd, Ken Marino, Ron Eldard, Josh Hamilton",,USA,English,65937.0,84862.0
13171,tt0458364,The Ex,2006,"Comedy, Romance",5.5,11 May 2007,"Zach Braff, Amanda Peet, Jason Bateman, Charles Grodin",,USA,"English, Spanish",3091922.0,3979374.0
1919,tt0491747,Away from Her,2006,Drama,7.6,25 May 2007,"Gordon Pinsent, Stacey LaBerge, Julie Christie, Olympia Dukakis",Nominated for 2 Oscars. Another 62 wins & 38 nominations.,"Canada, UK, USA",English,15830046.0,20373631.0
4964,tt0478311,Knocked Up,2007,"Comedy, Romance",7.0,01 Jun 2007,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",7 wins & 25 nominations.,USA,English,148734225.0,182242662.0
2976,tt0427327,Hairspray,2007,"Comedy, Drama, Family",6.7,20 Jul 2007,"John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes",Nominated for 3 Golden Globes. Another 19 wins & 39 nominations.,"USA, UK",English,118823091.0,145592828.0
13159,tt0791304,Georgia Rule,2007,"Comedy, Drama",5.9,11 May 2007,"Jane Fonda, Lindsay Lohan, Felicity Huffman, Dermot Mulroney",3 wins & 5 nominations.,USA,English,18882880.0,23137017.0
14547,tt0800003,Delta Farce,2007,"Action, Adventure, Comedy",3.5,11 May 2007,"Michael Rose, Glenn Morshower, Larry the Cable Guy, Christina Moore",,USA,"English, Spanish",8074933.0,9894140.0
36676,tt0762111,Jonestown: The Life and Death of Peoples Temple,2006,"Documentary, History",7.9,26 Apr 2006,"Rebecca Moore, Janet Shular, Tim Carter, Stanley Clayton",1 win & 4 nominations.,USA,English,,
10004,tt0129871,Desperation,2006,"Drama, Fantasy, Horror",5.3,23 May 2006,"Tom Skerritt, Steven Weber, Annabeth Gish, Charles Durning",Nominated for 2 Primetime Emmys. Another 1 win & 2 nominations.,USA,English,,
810,tt0413267,Shrek the Third,2007,"Animation, Adventure, Comedy",6.1,18 May 2007,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",Nominated for 1 BAFTA Film Award. Another 5 wins & 14 nominations.,USA,English,320706665.0,392958893.0
285,tt0449088,Pirates of the Caribbean: At World's End,2007,"Action, Adventure, Fantasy",7.1,25 May 2007,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",Nominated for 2 Oscars. Another 20 wins & 42 nominations.,USA,English,309404152.0,379110029.0
12526,tt0470705,Bug,2006,"Drama, Horror, Thriller",6.1,25 May 2007,"Ashley Judd, Michael Shannon, Harry Connick Jr., Lynn Collins",1 win & 5 nominations.,"USA, Germany",English,7006708.0,9017793.0
3432,tt0780571,Mr. Brooks,2007,"Crime, Drama, Thriller",7.4,01 Jun 2007,"Kevin Costner, Demi Moore, Dane Cook, William Hurt",2 nominations.,USA,English,28476219.0,34891646.0
1872,tt0389328,Rise: Blood Hunter,2007,"Action, Horror, Mystery",4.9,06 Jul 2007,"Robert Forster, Cameron Richardson, Lucy Liu, Allan Rich",,USA,English,106398.0,130368.0
15568,tt0441007,Gracie,2007,"Biography, Drama, Sport",6.2,01 Jun 2007,"Jesse Lee Soffer, Christopher Shand, Carly Schroeder, Karl Girolamo",1 win & 2 nominations.,USA,English,2955039.0,3620781.0
