TMDB ID,IMDB ID,TITLE,RELEASED,YEAR,GENRE,RATING,ACTORS,AWARDS,COUNTRY,LANGUAGE,BOX OFFICE
11322,tt1152836,Public Enemies,01 Jul 2009,2009,"Biography, Crime, Drama",7.0,"Christian Bale, Christian Stolte, Jason Clarke, Johnny Depp",1 win & 14 nominations.,"USA, Japan",English,97000000.0
8355,tt1080016,Ice Age: Dawn of the Dinosaurs,01 Jul 2009,2009,"Animation, Action, Adventure",7.0,"Eunice Cho, Karen Disher, Harrison Fahn, Maile Flanagan",2 wins & 13 nominations.,USA,English,124605432.0
176241,tt1131748,Prison Break: The Final Break,21 Jul 2009,2009,"Action, Drama, Thriller",8.0,"Dominic Purcell, Wentworth Miller, Amaury Nolasco, Robert Knepper",,USA,English,
41385,tt0101874,Final Approach,06 Dec 1991,1991,"Sci-Fi, Thriller",5.6,"James Sikking, Hector Elizondo, Madolyn Smith Osborne, Kevin McCarthy",,USA,English,
24232,tt0285627,Daria in 'Is It College Yet?',21 Jan 2002,2002,"Animation, Comedy, Romance",8.3,"Geoffrey Arend, Rand Bridges, Lisa Kathleen Collins, Michelle Damato",,"USA, South Korea",English,
24927,tt0489244,Night of the Living Dead 3D,10 Nov 2006,2006,Horror,3.2,"Brianna Brown, Joshua DesRoches, Sid Haig, Greg Travis",,USA,English,
183871,tt0119728,Mumia Abu-Jamal: A Case for Reasonable Doubt?,01 Mar 1998,1998,Documentary,6.7,"Mumia Abu-Jamal, Alfred Sabo",3 wins & 1 nomination.,USA,English,
156063,tt0443335,Off the Charts: The Song-Poem Story,11 Feb 2003,2003,Documentary,7.6,"Tom Ardolino, Sonny Cash, Del Casher, Jo Comberiate",,USA,English,
10024,tt1078588,My Sister's Keeper,26 Jun 2009,2009,Drama,7.4,"Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz",4 wins & 3 nominations.,USA,"English, Croatian",49069310.0
15423,tt0475298,Hood of Horror,12 Dec 2007,2006,"Comedy, Horror",4.1,"Snoop Dogg, Hawthorne James, Gabriel Pimentel, Irina Voronina",,USA,English,
16226,tt0354690,Lady Death,05 Oct 2004,2004,"Animation, Action, Fantasy",5.2,"Christine M. Auten, Mike Kleinhenz, Andy McAvin, Rob Mungle",,USA,English,
16440,tt1295071,Tales of the Black Freighter,24 Mar 2009,2009,"Animation, Short, Action",7.1,"Gerard Butler, Cam Clarke, Siobhan Flynn, Jared Harris",,USA,English,
19913,tt1022603,500 Days of Summer,07 Aug 2009,2009,"Comedy, Drama, Romance",7.7,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz",Nominated for 2 Golden Globes. Another 17 wins & 53 nominations.,USA,"English, French, Swedish",32118648.0
18480,tt0889583,Brüno,10 Jul 2009,2009,Comedy,5.8,"Sacha Baron Cohen, Gustaf Hammarsten, Clifford Bañagale, Chibundu Orukwowu",2 wins & 5 nominations.,USA,"English, German",59992760.0
64831,tt1015971,The Boys: The Sherman Brothers' Story,24 Apr 2009,2009,Documentary,7.9,"Julie Andrews, Jim Dale, Roy Edward Disney, Micky Dolenz",,USA,English,54852.0
266814,tt1454902,1939: Hollywood's Greatest Year,02 Jul 2009,2009,Documentary,8.4,"Kenneth Branagh, Leonard Maltin, Thomas Schatz, F.X. Feeney",,USA,English,
301233,tt0111464,Terrified,13 Jan 1995,1995,"Horror, Mystery, Thriller",3.0,"Heather Graham, Lisa Zane, Paul Herman, Rustam Branaman",1 nomination.,USA,English,
14728,tt1146438,The Librarian III: The Curse of the Judas Chalice,07 Dec 2008,2008,"Action, Adventure, Comedy",6.5,"Noah Wyle, Bruce Davison, Stana Katic, Bob Newhart",Nominated for 3 Primetime Emmys. Another 1 win & 5 nominations.,USA,English,
38940,tt0110490,Men of War,12 May 1995,1994,"Action, Drama, Thriller",5.8,"Dolph Lundgren, Charlotte Lewis, BD Wong, Tony Denison",,"USA, Spain",English,
14758,tt0944101,Good Dick,03 Oct 2008,2008,"Comedy, Drama, Romance",6.4,"Marianna Palka, Jason Ritter, Eric Edelstein, Mark Webber",1 win & 1 nomination.,USA,"English, Polish, German",15542.0
767,tt0417741,Harry Potter and the Half-Blood Prince,15 Jul 2009,2009,"Adventure, Family, Fantasy",7.5,"Daniel Radcliffe, Michael Gambon, Dave Legeno, Elarica Johnson",Nominated for 1 Oscar. Another 8 wins & 34 nominations.,"UK, USA",English,301920409.0
245367,tt0117780,Summer of Fear,03 Apr 1996,1996,"Drama, Horror, Mystery",5.5,"Gregory Harrison, Glynnis O'Connor, Lee Garlington, David Gallagher",,USA,English,
68572,tt0195165,Possessed,22 Oct 2000,2000,"Horror, Drama",5.3,"Timothy Dalton, Henry Czerny, Jonathan Malen, Michael Rhoades",1 nomination.,USA,English,
23964,tt0282171,Slap Shot 2: Breaking the Ice,26 Mar 2002,2002,"Comedy, Sport",4.3,"Stephen Baldwin, Jessica Steen, Gary Busey, David Hemmings",1 win & 8 nominations.,USA,English,
14197,tt0404254,My Sassy Girl,26 Jun 2008,2008,"Comedy, Drama, Romance",6.3,"Elisha Cuthbert, Jesse Bradford, Austin Basis, Chris Sarandon",1 nomination.,USA,English,
8054,tt1054606,The Imaginarium of Doctor Parnassus,08 Jan 2010,2009,"Adventure, Fantasy, Mystery",6.8,"Andrew Garfield, Christopher Plummer, Richard Riddell, Katie Lyons",Nominated for 2 Oscars. Another 5 wins & 20 nominations.,"UK, Canada, France, USA","English, Russian, French",7504196.0
123777,tt0100624,Sink or Swim,30 Sep 1990,1990,Documentary,7.3,Jessica Meyerson,2 wins.,USA,English,
30121,tt0960098,Winter of Frozen Dreams,03 Apr 2009,2009,"Crime, Drama",4.8,"Thora Birch, Keith Carradine, Brendan Sexton III, Leo Fitzpatrick",,USA,English,7334.0
23720,tt1334537,Humpday,16 Sep 2009,2009,"Comedy, Drama, Romance",6.1,"Mark Duplass, Alycia Delmore, Joshua Leonard, Lynn Shelton",6 wins & 4 nominations.,USA,English,254272.0
14843,tt0829297,Ten Inch Hero,25 Apr 2007,2007,"Comedy, Drama, Romance",7.5,"Elisabeth Harnois, Clea DuVall, Sean Patrick Flanery, Jensen Ackles",,USA,English,
9974,tt0472118,Kill Your Darlings,12 Apr 2006,2006,"Comedy, Drama",4.8,"Lolita Davidovich, Andreas Wilson, Fares Fares, Alexander Skarsgård",,"Sweden, USA","English, Swedish",
20382,tt0833557,Visioneers,,2008,"Comedy, Drama, Sci-Fi",6.1,"Zach Galifianakis, Judy Greer, Mía Maestro, Missi Pyle",1 win.,USA,English,
69342,tt0101660,The Dark Backward,09 Mar 1991,1991,Comedy,5.5,"Judd Nelson, Bill Paxton, Wayne Newton, Lara Flynn Boyle",1 nomination.,USA,English,
37516,tt0138541,Judas Kiss,23 Apr 1999,1998,"Crime, Drama, Thriller",6.4,"Carla Gugino, Simon Baker, Emma Thompson, Alan Rickman",1 win & 1 nomination.,USA,English,
19727,tt1203523,Streets of Blood,28 Jul 2009,2009,"Action, Crime, Drama",4.4,"Val Kilmer, 50 Cent, Sharon Stone, Michael Biehn",,USA,"English, Spanish",
38971,tt0358631,Pavement: Slow Century,22 Oct 2002,2002,"Documentary, Music",7.8,"Stephen Malkmus, Mark Ibold, Scott Kanberg, Bob Nastanovich",,USA,English,
20407,tt1187041,The Answer Man,30 Dec 2009,2009,"Comedy, Romance",6.5,"Jeff Daniels, Lauren Graham, Lou Taylor Pucci, Olivia Thirlby",2 nominations.,USA,English,25589.0
21208,tt1148204,Orphan,24 Jul 2009,2009,"Horror, Mystery, Thriller",7.0,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",1 win & 7 nominations.,"USA, Canada, Germany","English, American Sign Language, Estonian",41472886.0
131351,tt0103626,Afterburn,30 May 1992,1992,Drama,6.3,"Laura Dern, Robert Loggia, Vincent Spano, Michael Rooker",Won 1 Golden Globe. Another 1 win & 9 nominations.,USA,English,
16056,tt0948547,Fragments,26 Feb 2009,2008,"Crime, Drama",5.7,"Kate Beckinsale, Forest Whitaker, Guy Pearce, Dakota Fanning",,USA,English,
20943,tt1142988,The Ugly Truth,24 Jul 2009,2009,"Comedy, Romance",6.5,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",3 wins & 4 nominations.,USA,English,88915214.0
21407,tt0844479,The Collector,31 Jul 2009,2009,Horror,6.4,"William Prael, Diane Ayala Goldner, Juan Fernández, Josh Stewart",,USA,English,7674322.0
12403,tt0971209,A Perfect Getaway,07 Aug 2009,2009,"Adventure, Mystery, Thriller",6.5,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez",1 nomination.,USA,English,15536310.0
15422,tt0433963,Dark Ride,20 Oct 2006,2006,"Horror, Thriller",4.6,"Jamie-Lynn Sigler, Patrick Renna, David Clayton Rogers, Alex Solowitz",,USA,English,
14833,tt0837796,House,07 Nov 2008,2008,"Drama, Horror, Thriller",4.7,"Michael Madsen, Reynaldo Rosales, Heidi Dippold, Julie Ann Emery",,USA,English,530328.0
41183,tt0315459,Dallas 362,14 Jun 2003,2003,Drama,6.2,"Scott Caan, Jeff Goldblum, Shawn Hatosy, Kelly Lynch",1 win.,USA,English,18928.0
44578,tt1251357,Moonshot,20 Jul 2009,2009,Drama,6.5,"Daniel Lapaine, James Marsters, Andrew Lincoln, Nigel Whitmey",Nominated for 2 Primetime Emmys. Another 1 nomination.,"UK, USA",English,
20856,tt0775552,Aliens in the Attic,31 Jul 2009,2009,"Animation, Adventure, Comedy",5.4,"Carter Jenkins, Austin Butler, Ashley Tisdale, Ashley Boettcher",2 nominations.,"USA, Canada",English,24967943.0
17654,tt1136608,District 9,14 Aug 2009,2009,"Action, Sci-Fi, Thriller",8.0,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike",Nominated for 4 Oscars. Another 26 wins & 104 nominations.,"South Africa, USA, New Zealand, Canada","English, Nyanja, Afrikaans, Zulu, Xhosa, Southern Sotho",115646235.0
24803,tt1135503,Julie & Julia,07 Aug 2009,2009,"Biography, Drama, Romance",7.0,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina",Nominated for 1 Oscar. Another 24 wins & 46 nominations.,USA,"English, French",94125426.0
17335,tt1198138,Obsessed,24 Apr 2009,2009,"Drama, Romance, Thriller",4.9,"Idris Elba, Beyoncé Knowles, Ali Larter, Jerry O'Connell",4 wins & 8 nominations.,USA,English,68261644.0
13836,tt1075417,Race to Witch Mountain,13 Mar 2009,2009,"Action, Adventure, Family",5.7,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino",1 nomination.,USA,English,67128202.0
18126,tt1114677,Hannah Montana: The Movie,10 Apr 2009,2009,"Comedy, Drama, Family",4.2,"Miley Cyrus, Billy Ray Cyrus, Emily Osment, Jason Earles",6 wins & 10 nominations.,USA,English,79478344.0
14869,tt1046173,G.I. Joe: The Rise of Cobra,07 Aug 2009,2009,"Action, Adventure, Sci-Fi",5.8,"Adewale Akinnuoye-Agbaje, Christopher Eccleston, Grégory Fitoussi, Joseph Gordon-Levitt",3 wins & 17 nominations.,"USA, Czech Republic","English, French, Scottish Gaelic",150167630.0
30250,tt1127877,Cold Souls,05 May 2010,2009,"Comedy, Drama",6.5,"Paul Giamatti, Armand Schultz, Michael Tucker, Dina Korzun",4 wins & 9 nominations.,"USA, France","English, Russian",700980.0
17134,tt1160368,12 Rounds,27 Mar 2009,2009,"Action, Crime, Thriller",5.6,"John Cena, Aidan Gillen, Ashley Scott, Steve Harris",,USA,English,12200000.0
20777,tt1119191,The Killing Room,14 Nov 2009,2009,"Mystery, Thriller",5.7,"Nick Cannon, Clea DuVall, Timothy Hutton, Chloë Sevigny",2 nominations.,USA,English,
54982,tt0172348,Introducing Dorothy Dandridge,21 Aug 1999,1999,"Biography, Drama, Music",7.1,"Halle Berry, Brent Spiner, Klaus Maria Brandauer, Obba Babatundé",Won 1 Golden Globe. Another 21 wins & 27 nominations.,USA,English,
31067,tt0235376,Fail Safe,09 Apr 2000,2000,"Drama, Thriller",7.3,"Walter Cronkite, Richard Dreyfuss, Noah Wyle, Brian Dennehy",Nominated for 1 Golden Globe. Another 3 wins & 10 nominations.,USA,English,
97252,tt0294805,Okie Noodling,10 Mar 2001,2001,Documentary,7.3,,,USA,English,
11115,tt0848281,The Deal,20 Nov 2008,2008,"Comedy, Romance",5.7,"William H. Macy, Meg Ryan, LL Cool J, Elliott Gould",,"Canada, USA, South Africa","English, Hebrew, Czech",
22795,tt0104118,Doing Time on Maple Drive,16 Mar 1992,1992,Drama,7.1,"James Sikking, Bibi Besch, William McNamara, Jayne Brook",Nominated for 3 Primetime Emmys. Another 1 win.,USA,English,
21878,tt1111918,La Linea - The Line,22 Dec 2011,2009,"Action, Crime, Drama",5.3,"Ray Liotta, Andy Garcia, Esai Morales, Armand Assante",,"Mexico, USA","Spanish, English, French",
18585,tt0806165,The Ramen Girl,23 Oct 2008,2008,"Comedy, Drama, Romance",6.3,"Brittany Murphy, Toshiyuki Nishida, Soji Arai, Kimiko Yo",,"USA, Japan","Japanese, English",
19905,tt1092633,"The Goods: Live Hard, Sell Hard",14 Aug 2009,2009,Comedy,5.8,"Jeremy Piven, Ving Rhames, James Brolin, David Koechner",,USA,English,15000327.0
22051,tt1185836,Adam,28 Aug 2009,2009,"Drama, Romance",7.2,"Hugh Dancy, Rose Byrne, Peter Gallagher, Amy Irving",2 wins & 2 nominations.,USA,English,2121118.0
16634,tt1122836,Alien Trespass,01 Jan 2009,2009,"Comedy, Horror, Sci-Fi",5.7,"Eric McCormack, Jenni Baird, Dan Lauria, Robert Patrick",7 nominations.,"USA, Canada",English,43437.0
56264,tt0112869,Dillinger and Capone,20 Jun 1995,1995,"Action, Crime, Drama",5.3,"Martin Sheen, F. Murray Abraham, Stephen Davies, Catherine Hicks",,USA,English,
14940,tt1176251,Gigantic,19 Jun 2009,2008,"Comedy, Drama, Romance",6.1,"Paul Dano, Zooey Deschanel, John Goodman, Edward Asner",1 win & 1 nomination.,USA,"English, French",102079.0
24420,tt0452694,The Time Traveler's Wife,14 Aug 2009,2009,"Drama, Fantasy, Romance",7.1,"Michelle Nolden, Alex Ferris, Arliss Howard, Eric Bana",1 win & 5 nominations.,USA,English,63387284.0
13797,tt1104835,Feast II: Sloppy Seconds,07 Oct 2008,2008,"Action, Comedy, Horror",5.2,"Jenny Wade, Martin Klebba, Clu Gulager, Diane Ayala Goldner",1 nomination.,USA,"English, Spanish",
19556,tt1151922,Miss March,13 Mar 2009,2009,"Comedy, Romance",5.0,"Zach Cregger, Trevor Moore, Raquel Alessi, Molly Stanton",2 nominations.,USA,"English, Portuguese",4485877.0
23367,tt0976222,Bandslam,14 Aug 2009,2009,"Comedy, Drama, Family",6.4,"Aly Michalka, Vanessa Hudgens, Gaelan Connell, Scott Porter",,USA,English,5205343.0
45852,tt1286800,Harvard Beats Yale 29-29,19 Nov 2008,2008,"Documentary, Biography, Sport",7.2,"Don Gillis, Bruce Freeman, Ted Skowronski, Ted Livingston",,USA,English,267045.0
24999,tt0493420,The Great Happiness Space: Tale of an Osaka Love Thief,22 Jan 2006,2006,Documentary,7.9,,1 win & 3 nominations.,USA,"Japanese, English",
16710,tt1047494,Meet the Browns,21 Mar 2008,2008,"Comedy, Drama, Romance",4.1,"Tyler Perry, David Mann, Tamela J. Mann, Angela Bassett",3 nominations.,USA,English,41939392.0
19840,tt1032815,"I Love You, Beth Cooper",10 Jul 2009,2009,"Comedy, Romance",5.3,"Hayden Panettiere, Paul Rust, Jack Carpenter, Lauren London",1 win & 1 nomination.,"Canada, USA",English,14800000.0
25183,tt1331064,Paper Heart,28 Aug 2009,2009,"Comedy, Drama, Romance",6.0,"Charlyne Yi, Michael Cera, Jake Johnson, Gill Summers",1 win & 3 nominations.,USA,English,1149350.0
14745,tt1045655,The Haunting of Molly Hartley,31 Oct 2008,2008,"Drama, Horror, Thriller",3.9,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward",1 nomination.,USA,English,13350177.0
19585,tt0436339,G-Force,24 Jul 2009,2009,"Animation, Action, Adventure",5.1,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner",1 win & 1 nomination.,USA,English,119420252.0
41682,tt0103962,Christopher Columbus: The Discovery,21 Aug 1992,1992,"Adventure, Biography, Drama",4.4,"Marlon Brando, Tom Selleck, Georges Corraface, Rachel Ward",2 wins & 6 nominations.,"UK, USA, Spain",English,8251071.0
17336,tt1082601,Fighting,24 Apr 2009,2009,"Action, Drama, Sport",5.6,"Channing Tatum, Terrence Howard, Zulay Henao, Michael Rivera",1 nomination.,USA,"English, Russian",23036320.0
11928,tt0964185,Tetro,26 Jun 2009,2009,Drama,6.9,"Vincent Gallo, Alden Ehrenreich, Maribel Verdú, Silvia Pérez",1 win & 3 nominations.,"USA, Argentina, Spain, Italy","English, Spanish, French",273753.0
30319,tt0756703,Feel the Noise,05 Oct 2007,2007,"Drama, Music",2.8,"Rosa Arredondo, Luis Cruz, Melonie Diaz, Charles Duckworth",,USA,"English, Spanish",5867786.0
85097,tt1186238,The Matador,10 Mar 2008,2008,Documentary,6.9,David Fandila,1 win & 1 nomination.,"USA, Spain","Spanish, English",
164741,tt0228528,Little Richard,20 Feb 2000,2000,"Biography, Drama, Music",6.7,"Leon, Jenifer Lewis, Carl Lumbly, Tamala Jones",Nominated for 1 Primetime Emmy. Another 2 nominations.,USA,English,
12839,tt0481273,The Curiosity of Chance,21 Oct 2006,2006,Comedy,6.8,"Tad Hilgenbrink, Brett Chukerman, Aldevina Da Silva, Pieter Van Nieuwenhuyze",2 wins & 1 nomination.,"Belgium, USA",English,
15775,tt0332136,If Only,15 Jul 2004,2004,"Comedy, Drama, Fantasy",7.2,"Jennifer Love Hewitt, Paul Nicholls, Tom Wilkinson, Diana Hardcastle",,"USA, UK",English,
18032,tt0396707,The Secret of Moonacre,06 Feb 2009,2008,"Adventure, Family, Fantasy",6.2,"Dakota Blue Richards, Juliet Stevenson, Tim Curry, Tamás Tóth",,"Hungary, UK, France, Australia, USA, New Zealand",English,
92011,tt0118645,Assault on Devil's Island,28 Oct 1997,1997,"Action, Adventure, Thriller",3.7,"Hulk Hogan, Carl Weathers, Shannon Tweed, Martin Kove",,"USA, Canada",English,
49835,tt0847474,Cinematographer Style,25 Jun 2006,2006,Documentary,7.2,"Remi Adefarasin, Russ T. Alsobrook, Howard A. Anderson III, Howard A. Anderson",,USA,English,
18759,tt1185837,The Cell 2,16 Jun 2009,2009,"Horror, Sci-Fi, Thriller",2.9,"Tessie Santiago, Chris Bruno, Frank Whaley, Bart Johnson",,USA,English,
106028,tt0469979,Summer School,05 Oct 2006,2006,Horror,5.1,"Simon Wallace, Amy Cocchiarella, Tony D. Czech, Lance Hendrickson",1 win.,USA,English,
33314,tt1320347,Midnight Bayou,28 Mar 2009,2009,"Drama, Mystery, Romance",6.0,"Jerry O'Connell, Lauren Stamile, Isabella Hofmann, Alan Ritchson",,USA,English,
21657,tt1363127,Northern Lights,21 Mar 2009,2009,"Drama, Mystery, Romance",5.9,"LeAnn Rimes, Eddie Cibrian, Greg Lawson, Rosanna Arquette",,"USA, Canada",English,
22492,tt1229360,It Might Get Loud,27 Aug 2009,2008,"Documentary, Music",7.7,"Jimmy Page, The Edge, Jack White, Link Wray",6 nominations.,USA,English,1234300.0
17153,tt0790590,Botched,18 Apr 2008,2007,"Comedy, Horror",5.8,"David Heap, Alan Smyth, Stephen Dorff, Sean Pertwee",2 wins.,"Germany, Ireland, UK, USA","English, Russian",
21236,tt0464096,Lonely Street,14 Sep 2008,2008,"Comedy, Mystery, Thriller",5.2,"Jay Mohr, Robert Patrick, Joe Mantegna, Mike Starr",,USA,English,
35059,tt1359554,High Noon,04 Apr 2009,2009,Thriller,6.0,"Emilie de Ravin, Ivan Sergei, Brian Markinson, Ty Olsson",,"USA, Canada, Germany",English,
15641,tt1204979,Vacancy 2: The First Cut,20 Jan 2009,2008,"Horror, Thriller",5.0,"Agnes Bruckner, David Moscow, Scott Anderson, Arjay Smith",,USA,English,
43303,tt1343115,Tribute,11 Apr 2009,2009,"Drama, Mystery, Romance",5.7,"Brittany Murphy, Jason Lewis, Christian Oliver, Diana Scarwid",,USA,English,
25704,tt1142433,Post Grad,21 Aug 2009,2009,"Comedy, Romance",5.3,"Alexis Bledel, Zach Gilford, Michael Keaton, Jane Lynch",,USA,English,6290448.0
21371,tt1095442,Goodbye Solo,26 Aug 2009,2008,Drama,7.4,"Souleymane Sy Savane, Red West, Diana Franco Galindo, Lane 'Roc' Williams",4 wins & 7 nominations.,USA,"English, French, Wolof, Spanish",809220.0
23049,tt0865559,My Life in Ruins,05 Jun 2009,2009,"Comedy, Romance",5.9,"Nia Vardalos, Richard Dreyfuss, Alexis Georgoulis, Alistair McGowan",1 nomination.,"USA, Spain","English, Greek",8474608.0
43734,tt1196112,Witch Hunt,02 Nov 2008,2008,"Documentary, Crime",7.5,"Jack Cummings, Jackie Cummings, Allen Grafton, Ed Jagels",1 win.,USA,English,
41496,tt0808232,A Dog Year,03 Sep 2009,2009,"Comedy, Drama",6.1,"Jeff Bridges, Lauren Ambrose, Lois Smith, Domhnall Gleeson",,USA,English,
26320,tt1127896,Taking Woodstock,28 Aug 2009,2009,"Comedy, Drama, Music",6.7,"Henry Goodman, Edward Hibbert, Imelda Staunton, Demetri Martin",8 nominations.,USA,English,7366736.0
41127,tt0117201,Norma Jean & Marilyn,18 May 1996,1996,"Biography, Drama",6.1,"Ashley Judd, Mira Sorvino, Josh Charles, Ron Rifkin",Nominated for 2 Golden Globes. Another 5 nominations.,"UK, USA",English,
35203,tt0116607,If These Walls Could Talk,13 Oct 1996,1996,"Drama, Thriller",7.1,"Demi Moore, Shirley Knight, Catherine Keener, Jason London",Nominated for 3 Golden Globes. Another 3 wins & 12 nominations.,USA,English,
24150,tt1311067,Halloween II,28 Aug 2009,2009,Horror,4.9,"Sheri Moon Zombie, Chase Wright Vanek, Scout Taylor-Compton, Brad Dourif",1 nomination.,USA,English,33335670.0
35044,tt0113131,Full Body Massage,05 Nov 1995,1995,Drama,5.6,"Mimi Rogers, Bryan Brown, Christopher Burgard, Elizabeth Barondes",,USA,English,
12244,tt0472033,9,09 Sep 2009,2009,"Animation, Action, Adventure",7.1,"Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover",8 nominations.,USA,English,31691649.0
15809,tt1300853,Green Street Hooligans 2,28 Jul 2010,2009,"Crime, Drama, Sport",4.8,"John Bariamis, Nicola Bertram, Matt Candito, Lonnie Cayetano",,USA,English,
29914,tt0466943,Randy and the Mob,13 Oct 2007,2007,"Comedy, Crime",6.1,"Ray McKinnon, Walton Goggins, Lisa Blount, Tim DeKay",3 wins.,USA,English,45098.0
17445,tt1384590,Green Lantern: First Flight,28 Jul 2009,2009,"Animation, Action, Adventure",7.2,"Christopher Meloni, Victor Garber, Tricia Helfer, Michael Madsen",1 nomination.,USA,"English, Spanish",
23736,tt1202222,Lies & Illusions,27 Aug 2009,2009,"Action, Thriller",3.5,"Christian Slater, Cuba Gooding Jr., Sarah Ann Schultz, Christa Campbell",,USA,English,
20171,tt0475860,Paraiso Travel,10 Jul 2009,2008,Drama,7.1,"Louis Arcella, Angelica Blandon, Pedro Capo, Raúl Castillo",12 wins.,"Colombia, USA","Spanish, English, French",
10313,tt1234548,The Men Who Stare at Goats,06 Nov 2009,2009,"Comedy, War",6.2,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey",1 win & 1 nomination.,"USA, UK","English, Arabic",32400000.0
20715,tt1193627,Immigrants (L.A. Dolce Vita),30 Oct 2008,2008,"Animation, Comedy",5.9,"Hank Azaria, Ahmed Ahmed, Jen Alexander, Jack Angel",,"USA, Hungary",English,
22774,tt1176244,Valentino: The Last Emperor,08 May 2009,2008,Documentary,7.2,"Valentino Garavani, Giancarlo Giammetti, Nati Abascal, Giorgio Armani",2 wins & 4 nominations.,USA,"English, Italian, French",1569618.0
2979,tt1230164,Return of the Ghostbusters,26 Oct 2007,2007,"Action, Comedy, Fantasy",5.5,"Tim Johnson, J. Michael Weiss, Joel Hanson, Ron Vischer",,USA,English,
17618,tt1228933,Laid to Rest,18 Mar 2009,2009,"Horror, Thriller",5.3,"Bobbi Sue Luther, Kevin Gage, Lena Headey, Sean Whalen",2 nominations.,USA,English,
19994,tt1131734,Jennifer's Body,18 Sep 2009,2009,"Comedy, Horror",5.1,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody",3 wins & 4 nominations.,USA,"English, Spanish",16031583.0
11323,tt1130080,The Informant!,18 Sep 2009,2009,"Comedy, Crime, Drama",6.5,"Matt Damon, Lucas McHugh Carroll, Eddie Jemison, Rusty Schwimmer",Nominated for 2 Golden Globes. Another 1 win & 17 nominations.,USA,English,33278731.0
29134,tt1190858,Amreeka,17 Jun 2009,2009,Drama,7.1,"Nisreen Faour, Melkar Muallem, Hiam Abbass, Alia Shawkat",9 wins & 17 nominations.,"USA, United Arab Emirates, Canada, Kuwait, Jordan","English, Arabic, French",417889.0
12569,tt1225822,Extract,04 Sep 2009,2009,"Comedy, Crime, Romance",6.2,"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck",,USA,English,10642511.0
19912,tt1144884,The Final Destination,28 Aug 2009,2009,"Horror, Thriller",5.2,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb",2 wins & 1 nomination.,USA,English,66436248.0
18501,tt1034032,Gamer,04 Sep 2009,2009,"Action, Sci-Fi, Thriller",5.8,"Gerard Butler, Amber Valletta, Michael C. Hall, Kyra Sedgwick",1 win.,USA,English,20488579.0
22794,tt0844471,Cloudy with a Chance of Meatballs,18 Sep 2009,2009,"Animation, Adventure, Comedy",7.0,"Bill Hader, Anna Faris, James Caan, Andy Samberg",Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,USA,"English, French, Russian",124870275.0
279606,tt0110936,Radio Inside,,1994,"Drama, Romance",6.4,"William McNamara, Elisabeth Shue, Dylan Walsh, Peewee Love",,USA,English,
26367,tt1385912,I Can Do Bad All by Myself,11 Sep 2009,2009,"Comedy, Drama",4.2,"Tyler Perry, Taraji P. Henson, Adam Rodriguez, Brian White",1 win & 5 nominations.,USA,English,51697449.0
18570,tt1286537,"Food, Inc.",31 Jul 2009,2008,Documentary,7.9,"Eric Schlosser, Richard Lobb, Vince Edwards, Carole Morison",Nominated for 1 Oscar. Another 7 wins & 19 nominations.,USA,English,4238694.0
36703,tt1339268,Beeswax,01 Mar 2009,2009,"Comedy, Drama",6.1,"Tilly Hatcher, Maggie Hatcher, Alex Karpovsky, Katy O'Connor",1 nomination.,USA,English,46395.0
16873,tt0858486,Battle for Terra,01 May 2009,2007,"Animation, Action, Adventure",6.6,"Chad Allen, Rosanna Arquette, Bill Birch, Brooke Bloom",4 wins & 2 nominations.,USA,English,1647083.0
25643,tt0899106,Love Happens,18 Sep 2009,2009,"Drama, Romance",5.6,"Aaron Eckhart, Jennifer Aniston, Dan Fogler, John Carroll Lynch",1 win.,"USA, Canada, UK",English,22927390.0
30685,tt0450336,Blood Creek,09 Oct 2009,2009,Horror,5.4,"Henry Cavill, Dominic Purcell, Emma Booth, Michael Fassbender",,USA,"English, German",
17455,tt0337636,Hellraiser: Deader,07 Jun 2005,2005,"Horror, Mystery, Thriller",4.6,"Kari Wuhrer, Paul Rhys, Simon Kunz, Marc Warren",1 nomination.,"USA, Romania",English,
12699,tt0354623,Hellraiser: Hellworld,06 Sep 2005,2005,Horror,4.2,"Lance Henriksen, Katheryn Winnick, Christopher Jacot, Khary Payton",,"USA, Romania",English,
