TMDB ID,IMDB ID,TITLE,YEAR,GENRE,RATING,RELEASED,ACTORS,AWARDS,COUNTRY,LANGUAGE
9841,tt0787505,Rest Stop,2006,"Horror, Romance, Thriller",4.6,17 Oct 2006,"Jaimie Alexander, Joseph George Mendicino, Deanna Russo, Diane Salinger",,USA,English
142973,tt0365100,Dating Games People Play,2005,"Comedy, Romance",5.1,,"Austin Peck, Leslie Bega, Stefan Marc, Stephanie Brown",1 win.,USA,English
13557,tt0435653,The Gravedancers,2006,Horror,5.5,27 Aug 2008,"Dominic Purcell, Josie Maran, Clare Kramer, Marcus Thomas",,USA,English
13804,tt1013752,Fast & Furious,2009,"Action, Crime, Thriller",6.6,03 Apr 2009,"Vin Diesel, Paul Walker, Jordana Brewster, Michelle Rodriguez",4 wins & 2 nominations.,USA,"English, Spanish"
16867,tt0833960,Gardens of the Night,2008,Drama,7.0,21 Nov 2008,"Gillian Jacobs, John Malkovich, Ryan Simpkins, Tom Arnold",3 wins & 4 nominations.,"USA, UK",English
15580,tt1294790,The End of America,2008,Documentary,7.5,03 Dec 2008,"David Antoon, Vincent Cannistraro, James Cullen, Amy Goodman",,USA,English
15801,tt1133991,What Doesn't Kill You,2008,"Crime, Drama",6.6,10 Sep 2009,"Mark Ruffalo, Ethan Hawke, Amanda Peet, Will Lyman",1 nomination.,USA,English
128857,tt0180443,Apollo 13: To the Edge and Back,1994,Documentary,8.1,20 Jul 1994,"John Aaron, Fred Haise, Mary Haise, Gene Kranz",,USA,English
16996,tt0974661,17 Again,2009,"Comedy, Drama, Family",6.4,17 Apr 2009,"Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry",3 wins & 4 nominations.,USA,English
16869,tt0361748,Inglourious Basterds,2009,"Adventure, Drama, War",8.3,21 Aug 2009,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth",Won 1 Oscar. Another 125 wins & 155 nominations.,"USA, Germany","English, German, French, Italian"
16995,tt0473705,State of Play,2009,"Crime, Drama, Mystery",7.1,17 Apr 2009,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren",2 wins & 4 nominations.,"USA, UK, France","English, Cantonese"
13119,tt0814131,Hank and Mike,2008,"Comedy, Fantasy",6.0,01 Jan 2008,"Thomas Michael, Paolo Mancini, Chris Klein, Shae Norris",1 win.,"Canada, USA",English
15092,tt1121931,Crank: High Voltage,2009,"Action, Crime, Thriller",6.2,17 Apr 2009,"Jason Statham, Amy Smart, Dwight Yoakam, Efren Ramirez",1 win & 2 nominations.,USA,English
67849,tt0120619,Break Up,1998,Thriller,5.2,21 Aug 1998,"Bridget Fonda, Kiefer Sutherland, Hart Bochner, Steven Weber",,"Canada, USA",English
112582,tt0121297,Fraternity Demon,1992,Comedy,4.1,,"Trixxie Bowie, Charles Laulette, Deborah Carlin, Al Darrouch",,USA,English
18320,tt0962736,The Young Victoria,2009,"Biography, Drama, History",7.3,08 Jan 2010,"Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson",Won 1 Oscar. Another 12 wins & 16 nominations.,"UK, USA","English, German"
53204,tt0462441,Amazing Journey: The Story of The Who,2007,"Documentary, Music",8.2,25 Oct 2008,"Roger Daltrey, Pete Townshend, John Entwistle, Keith Moon",2 nominations.,"UK, USA",English
17436,tt0865554,The Informers,2008,"Crime, Drama, Thriller",5.1,24 Apr 2009,"Jon Foster, Billy Bob Thornton, Austin Nichols, Amber Heard",,"Germany, USA",English
2080,tt0458525,X-Men Origins: Wolverine,2009,"Action, Adventure, Sci-Fi",6.7,01 May 2009,"Hugh Jackman, Liev Schreiber, Danny Huston, Will.i.am",3 wins & 18 nominations.,"USA, UK",English
17680,tt1103982,The Girlfriend Experience,2009,Drama,5.5,08 Jul 2009,"Sasha Grey, Chris Santos, Philip Eytan, Colby Trane",1 nomination.,USA,"English, French"
120528,tt1051245,Moving Midway,2007,Documentary,7.2,14 Apr 2007,Bruce Chadwick,1 nomination.,USA,English
17073,tt1058058,American Swing,2008,Documentary,6.2,17 Oct 2009,"Bryce Britton, Irwin Corey, William Davidson, Dan Dorfman",,USA,English
13475,tt0796366,Star Trek,2009,"Action, Adventure, Sci-Fi",8.0,08 May 2009,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana",Won 1 Oscar. Another 23 wins & 90 nominations.,"USA, Germany",English
24273,tt0210094,Happy Campers,2001,Comedy,5.6,21 Jan 2001,"Brad Renfro, Dominique Swain, Keram Malicki-Sánchez, Emily Bergl",1 nomination.,USA,English
22152,tt0363780,Lymelife,2008,"Comedy, Drama, Romance",7.0,12 Nov 2009,"Rory Culkin, Alec Baldwin, Jill Hennessy, Emma Roberts",1 win & 2 nominations.,USA,English
16279,tt0460810,The Great Buck Howard,2008,"Comedy, Drama",6.5,10 Apr 2009,"John Malkovich, Colin Hanks, Emily Blunt, Ricky Jay",1 nomination.,USA,English
17124,tt0448179,Wild Things: Diamonds in the Rough,2005,"Crime, Drama, Mystery",4.5,19 Feb 2005,"Serah D'Laine, Brad Johnson, Michael Mantell, Sandra McCoy",,USA,English
17532,tt1231277,S. Darko,2009,"Mystery, Sci-Fi, Thriller",3.6,21 Aug 2009,"Daveigh Chase, Briana Evigan, James Lafferty, Ed Westwick",,USA,English
10946,tt0393597,Earth,2007,Documentary,8.0,22 Apr 2009,"Anggun, James Earl Jones, Patrick Stewart, Ulrich Tukur",3 wins & 1 nomination.,"UK, Germany, USA",English
30416,tt0278736,Stanley Kubrick: A Life in Pictures,2001,"Documentary, Biography",8.0,02 May 2001,"Stanley Kubrick, Barbara Kroner, Steven Marcus, Alexander Singer",2 wins & 2 nominations.,USA,English
17027,tt0880648,Shuttle,2008,"Crime, Drama, Mystery",5.7,12 Feb 2009,"Tony Curran, Peyton List, Cameron Goodman, Cullen Douglas",,USA,English
15577,tt0924129,Crossing Over,2009,"Crime, Drama",6.8,26 Feb 2009,"Harrison Ford, Ray Liotta, Ashley Judd, Jim Sturgess",1 win.,USA,"English, Korean, Persian, Spanish, Arabic"
13448,tt0808151,Angels & Demons,2009,"Mystery, Thriller",6.7,15 May 2009,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård",1 win & 5 nominations.,"USA, Italy","English, Italian, Latin, French, Swiss German, German, Chinese, Spanish, Polish"
90120,tt0275410,Horrorvision,2001,"Horror, Sci-Fi, Thriller",3.5,09 Jan 2001,"Len Cordova, Maggie Rose Fleck, Josh Covitt, James Black",,USA,English
14141,tt0787470,Balls Out: Gary the Tennis Coach,2009,"Comedy, Sport",5.5,09 Apr 2009,"Seann William Scott, Randy Quaid, Brando Eaton, Emilee Wallace",,USA,English
30312,tt1049400,Outrage,2009,Documentary,7.6,24 Apr 2009,"Tammy Baldwin, Wayne Barrett, Elizabeth Birch, Chris Bull",1 win & 5 nominations.,USA,English
17740,tt1032819,Powder Blue,2009,Drama,6.3,15 Oct 2009,"Jessica Biel, Eddie Redmayne, Forest Whitaker, Ray Liotta",,USA,English
13532,tt0489049,Fanboys,2009,"Adventure, Comedy, Drama",6.6,13 Feb 2009,"Sam Huntington, Chris Marquette, Dan Fogler, Jay Baruchel",,USA,English
18495,tt0104283,Folks!,1992,"Comedy, Drama",5.5,01 May 1992,"Tom Selleck, Don Ameche, Anne Jackson, Christine Ebersole",1 nomination.,USA,English
180162,tt0103877,Breaking the Rules,1992,"Comedy, Drama",5.7,09 Oct 1992,"Shawn Phelan, Jackey Vinson, Marty Belafsky, Jason Bateman",,USA,English
25218,tt0810945,Live!,2007,Drama,5.9,01 Nov 2007,"Eva Mendes, David Krumholtz, Rob Brown, Katie Cassidy",1 nomination.,USA,English
24053,tt0967945,The Merry Gentleman,2008,Drama,6.6,04 Dec 2009,"Michael Keaton, Kelly Macdonald, Tom Bastounes, Kareem Bandealy",3 wins & 1 nomination.,USA,English
21583,tt1082853,Management,2008,"Comedy, Drama, Romance",5.9,15 May 2009,"Jennifer Aniston, Steve Zahn, Margo Martindale, Fred Ward",,USA,"English, Mandarin"
534,tt0438488,Terminator Salvation,2009,"Action, Adventure, Drama",6.6,21 May 2009,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter",2 wins & 12 nominations.,"USA, Germany, UK, Italy","English, Italian"
18360,tt1078912,Night at the Museum: Battle of the Smithsonian,2009,"Adventure, Comedy, Family",5.9,22 May 2009,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria",2 wins & 9 nominations.,"USA, Canada",English
38008,tt0479046,Ghosts of Cité Soleil,2006,"Documentary, Action, Drama",7.1,03 May 2007,"Winson '2Pac' Jean, Wyclef Jean, James 'Bily' Petit Frère, Éleonore 'Lele' Senlis",2 wins & 3 nominations.,"Denmark, USA","Haitian, English, French"
19375,tt0476991,Were the World Mine,2008,"Adventure, Comedy, Fantasy",7.0,14 May 2009,"Tanner Cohen, Wendy Robie, Judy McLane, Zelda Williams",17 wins.,USA,English
23997,tt0977648,Every Little Step,2008,"Documentary, Music",7.5,12 Jun 2009,"German Alexander, Bob Avian, Justin Bellero, Michael Bennett",2 wins & 5 nominations.,USA,English
21755,tt0844286,The Brothers Bloom,2008,"Adventure, Comedy, Drama",6.8,19 Jun 2009,"Rachel Weisz, Adrien Brody, Mark Ruffalo, Rinko Kikuchi",3 nominations.,USA,"English, French, Czech, Japanese"
15555,tt0990404,Chop Shop,2007,Drama,7.4,27 Feb 2008,"Alejandro Polanco, Isamar Gonzales, Rob Sowulski, Carlos Zapata",4 wins & 7 nominations.,USA,English
14126,tt0449471,Catacombs,2007,"Horror, Thriller",4.6,06 Jul 2007,"Shannyn Sossamon, Pink, Emil Hostina, Sandi Dragoi",,USA,"English, French"
17332,tt0821642,The Soloist,2009,"Biography, Drama, Music",6.7,24 Apr 2009,"Jamie Foxx, Robert Downey Jr., Catherine Keener, Tom Hollander",1 win & 3 nominations.,"UK, France, USA",English
18405,tt0844708,The Last House on the Left,2009,"Crime, Horror, Thriller",6.6,13 Mar 2009,"Garret Dillahunt, Michael Bowen, Josh Coxx, Riki Lindhome",1 win & 8 nominations.,USA,English
16871,tt1127180,Drag Me to Hell,2009,"Horror, Thriller",6.6,29 May 2009,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao",7 wins & 21 nominations.,USA,"English, Spanish, Hungarian, Czech"
14160,tt1049413,Up,2009,"Animation, Adventure, Comedy",8.3,29 May 2009,"Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson",Won 2 Oscars. Another 74 wins & 78 nominations.,USA,English
21724,tt1153706,Dance Flick,2009,"Action, Comedy, Music",3.5,22 May 2009,"Shoshana Bush, Damon Wayans Jr., Essence Atkins, Affion Crockett",,USA,English
14857,tt1138489,Personal Effects,2009,Drama,6.3,27 Mar 2009,"Michelle Pfeiffer, Ashton Kutcher, Kathy Bates, Spencer Hudson",1 nomination.,"USA, Germany, Canada",English
17927,tt1083456,Fired Up!,2009,Comedy,6.2,20 Feb 2009,"Nicholas D'Agosto, Eric Christian Olsen, Sarah Roemer, Molly Sims",1 win.,USA,English
14330,tt0120376,Trojan War,1997,Comedy,5.7,01 Oct 1997,"Will Friedle, Jennifer Love Hewitt, Marley Shelton, Danny Masterson",,USA,"English, Spanish"
28677,tt1276107,Without a Paddle: Nature's Calling,2009,"Adventure, Comedy",4.0,13 Jan 2009,"Oliver James, Kristopher Turner, Rik Young, Madison Riley",,USA,English
13975,tt0910905,In the Electric Mist,2009,"Crime, Drama, Mystery",6.1,15 Apr 2009,"Tommy Lee Jones, John Goodman, Peter Sarsgaard, Mary Steenburgen",2 nominations.,"France, USA",English
18785,tt1119646,The Hangover,2009,Comedy,7.8,05 Jun 2009,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",Won 1 Golden Globe. Another 11 wins & 25 nominations.,"USA, Germany",English
16164,tt0443559,Killshot,2008,"Crime, Drama, Thriller",6.1,13 Nov 2008,"Thomas Jane, Diane Lane, Mickey Rourke, Joseph Gordon-Levitt",,USA,English
18869,tt0425151,Jimmy and Judy,2006,"Crime, Drama, Thriller",6.2,05 Feb 2006,"Edward Furlong, Rachael Bella, William Sadler, James Eckhouse",1 win.,USA,English
34300,tt0106827,Ernest Rides Again,1993,"Family, Comedy",5.0,12 Nov 1993,"Jim Varney, Ron James, Tom Butler, Linda Kash",,"Canada, USA",English
26506,tt0870195,Before the Rains,2007,"Drama, Romance, Thriller",6.6,23 May 2008,"Linus Roache, Rahul Bose, Nandita Das, Jennifer Ehle",1 win & 1 nomination.,"USA, India, UK","English, Malayalam"
13856,tt0479162,Special,2006,"Comedy, Drama, Sci-Fi",6.9,17 Nov 2006,"Michael Rapaport, Paul Blackthorne, Josh Peck, Robert Baker",1 win & 3 nominations.,USA,English
14536,tt1095174,New in Town,2009,"Comedy, Romance",5.6,30 Jan 2009,"Renée Zellweger, Harry Connick Jr., Siobhan Fallon Hogan, J.K. Simmons",,"USA, Canada","English, Spanish"
18162,tt0457400,Land of the Lost,2009,"Adventure, Comedy, Sci-Fi",5.4,05 Jun 2009,"Will Ferrell, Anna Friel, Danny McBride, Jorma Taccone",2 wins & 9 nominations.,USA,English
34482,tt1059905,The Clique,2008,"Comedy, Drama, Family",5.4,11 Nov 2008,"Elizabeth McLaughlin, Ellen Marlow, Sophie Anna Everhard, Samantha Boscarino",,USA,English
18468,tt1122599,Momma's Man,2008,"Comedy, Drama",6.1,08 May 2009,"Matt Boren, Flo Jacobs, Ken Jacobs, Dana Varon",3 wins & 3 nominations.,USA,English
19724,tt0780567,Imagine That,2009,"Comedy, Drama, Family",5.6,12 Jun 2009,"Eddie Murphy, Thomas Haden Church, Yara Shahidi, Ronny Cox",1 win & 2 nominations.,"USA, Germany",English
18487,tt1111422,The Taking of Pelham 123,2009,"Action, Crime, Thriller",6.4,12 Jun 2009,"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj",1 win & 7 nominations.,"USA, UK","English, Ukrainian"
10272,tt0425150,Jekyll + Hyde,2006,"Horror, Sci-Fi, Thriller",4.3,07 Nov 2006,"Bryan Fisher, Bree Turner, Jeff Roop, Zachary Bennett",,"USA, Canada",English
21179,tt1152397,American Violet,2008,Drama,7.1,17 Apr 2009,"Nicole Beharie, Tim Blake Nelson, Will Patton, Michael O'Keefe",5 wins & 10 nominations.,USA,English
40509,tt0108596,Wrestling Ernest Hemingway,1993,"Drama, Romance",7.1,17 Dec 1993,"Robert Duvall, Richard Harris, Shirley MacLaine, Sandra Bullock",,USA,English
31544,tt0102045,The Hitman,1991,"Action, Crime, Thriller",5.3,25 Oct 1991,"Chuck Norris, Michael Parks, Al Waxman, Alberta Watson",,"USA, Canada",English
33409,tt1277737,The Stoning of Soraya M.,2008,Drama,8.0,09 Oct 2009,"Shohreh Aghdashloo, Mozhan Marnò, Jim Caviezel, Navid Negahban",6 wins & 8 nominations.,USA,"Persian, English"
18240,tt1041829,The Proposal,2009,"Comedy, Drama, Romance",6.7,19 Jun 2009,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",Nominated for 1 Golden Globe. Another 7 wins & 18 nominations.,USA,English
48288,tt0492487,Small Town Gay Bar,2006,Documentary,7.1,01 Jan 2006,"Jim Bishop, Terry Capps, Jackie Cox, Bill Curtis",2 wins & 2 nominations.,USA,English
17610,tt1045778,Year One,2009,"Adventure, Comedy",4.9,19 Jun 2009,"Jack Black, Michael Cera, Oliver Platt, David Cross",1 nomination.,USA,English
45779,tt0100152,Mindwarp,1992,"Horror, Sci-Fi, Thriller",5.2,12 Aug 1992,"Bruce Campbell, Angus Scrimm, Marta Martin, Elizabeth Kent",1 nomination.,USA,English
8940,tt1032821,Tyson,2008,"Documentary, Biography, Sport",7.5,15 May 2009,"Mills Lane, Mike Tyson, Trevor Berbick, Cus D'Amato",1 win & 10 nominations.,"USA, France",English
14938,tt0409681,Lies & Alibis,2006,"Comedy, Drama, Romance",6.4,12 Jan 2006,"Jerry O'Connell, Jon Polito, Deborah Kara Unger, Steve Coogan",,"Netherlands, USA",English
19508,tt1389762,Garfield's Pet Force,2009,"Animation, Action, Comedy",4.3,06 Aug 2009,"Frank Welker, Vanessa Marshall, Gregg Berger, Wally Wingert",,"South Korea, USA",English
12162,tt0887912,The Hurt Locker,2008,"Drama, History, Thriller",7.6,31 Jul 2009,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce",Won 6 Oscars. Another 114 wins & 120 nominations.,USA,"English, Arabic"
67515,tt0100079,Luther the Geek,1990,Horror,5.5,,"Edward Terry, Joan Roth, Stacy Haiduk, Thomas Mills",,USA,English
8284,tt1135092,The Limits of Control,2009,"Crime, Drama, Mystery",6.3,19 Sep 2009,"Isaach De Bankolé, Alex Descas, Jean-François Stévenin, Óscar Jaenada",1 nomination.,"USA, Japan","English, Spanish, Arabic, French, Japanese"
32451,tt1092007,Heavy Metal in Baghdad,2007,"Documentary, Music, War",7.8,23 May 2008,"Firas Al-Lateef, Suroosh Alvi, Marwan Reyad, Faisal Talal",1 win.,"Canada, USA","English, Arabic"
8373,tt1055369,Transformers: Revenge of the Fallen,2009,"Action, Adventure, Sci-Fi",6.0,24 Jun 2009,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",Nominated for 1 Oscar. Another 15 wins & 26 nominations.,USA,"English, Spanish"
24734,tt0102178,K2,1991,"Action, Adventure, Drama",6.2,01 May 1992,"Michael Biehn, Matt Craven, Annie Grindlay, Elena Wohl",,"UK, Japan, USA, Canada",English
91205,tt0775434,Bling: A Planet Rock,2007,Documentary,6.9,01 Sep 2007,"Ishmael Beah, Tego Calderon, Adonis Kapsalis, Raekwon",,USA,English
19079,tt1034325,Phoebe in Wonderland,2008,Drama,7.2,20 Jan 2008,"Felicity Huffman, Patricia Clarkson, Elle Fanning, Bill Pullman",1 win & 5 nominations.,USA,English
19265,tt1178663,Whatever Works,2009,"Comedy, Romance",7.2,03 Jul 2009,"Larry David, Adam Brooks, Lyle Kanouse, Michael McKean",2 wins.,"USA, France",English
12556,tt0821640,Ghosts of Girlfriends Past,2009,"Comedy, Fantasy, Romance",5.8,01 May 2009,"Matthew McConaughey, Jennifer Garner, Michael Douglas, Breckin Meyer",1 win.,USA,English
43638,tt0419815,Holly,2006,Drama,7.0,07 Jan 2010,"Ron Livingston, Chris Penn, Udo Kier, Virginie Ledoyen",1 nomination.,"USA, France, Israel, Cambodia","English, Khmer, Vietnamese"
11322,tt1152836,Public Enemies,2009,"Biography, Crime, Drama",7.0,01 Jul 2009,"Christian Bale, Christian Stolte, Jason Clarke, Johnny Depp",1 win & 14 nominations.,"USA, Japan",English
8355,tt1080016,Ice Age: Dawn of the Dinosaurs,2009,"Animation, Action, Adventure",7.0,01 Jul 2009,"Eunice Cho, Karen Disher, Harrison Fahn, Maile Flanagan",2 wins & 13 nominations.,USA,English
176241,tt1131748,Prison Break: The Final Break,2009,"Action, Drama, Thriller",8.0,21 Jul 2009,"Dominic Purcell, Wentworth Miller, Amaury Nolasco, Robert Knepper",,USA,English
41385,tt0101874,Final Approach,1991,"Sci-Fi, Thriller",5.6,06 Dec 1991,"James Sikking, Hector Elizondo, Madolyn Smith Osborne, Kevin McCarthy",,USA,English
24232,tt0285627,Daria in 'Is It College Yet?',2002,"Animation, Comedy, Romance",8.3,21 Jan 2002,"Geoffrey Arend, Rand Bridges, Lisa Kathleen Collins, Michelle Damato",,"USA, South Korea",English
24927,tt0489244,Night of the Living Dead 3D,2006,Horror,3.2,10 Nov 2006,"Brianna Brown, Joshua DesRoches, Sid Haig, Greg Travis",,USA,English
183871,tt0119728,Mumia Abu-Jamal: A Case for Reasonable Doubt?,1998,Documentary,6.7,01 Mar 1998,"Mumia Abu-Jamal, Alfred Sabo",3 wins & 1 nomination.,USA,English
156063,tt0443335,Off the Charts: The Song-Poem Story,2003,Documentary,7.6,11 Feb 2003,"Tom Ardolino, Sonny Cash, Del Casher, Jo Comberiate",,USA,English
10024,tt1078588,My Sister's Keeper,2009,Drama,7.4,26 Jun 2009,"Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz",4 wins & 3 nominations.,USA,"English, Croatian"
15423,tt0475298,Hood of Horror,2006,"Comedy, Horror",4.1,12 Dec 2007,"Snoop Dogg, Hawthorne James, Gabriel Pimentel, Irina Voronina",,USA,English
16226,tt0354690,Lady Death,2004,"Animation, Action, Fantasy",5.2,05 Oct 2004,"Christine M. Auten, Mike Kleinhenz, Andy McAvin, Rob Mungle",,USA,English
16440,tt1295071,Tales of the Black Freighter,2009,"Animation, Short, Action",7.1,24 Mar 2009,"Gerard Butler, Cam Clarke, Siobhan Flynn, Jared Harris",,USA,English
19913,tt1022603,500 Days of Summer,2009,"Comedy, Drama, Romance",7.7,07 Aug 2009,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz",Nominated for 2 Golden Globes. Another 17 wins & 53 nominations.,USA,"English, French, Swedish"
18480,tt0889583,Brüno,2009,Comedy,5.8,10 Jul 2009,"Sacha Baron Cohen, Gustaf Hammarsten, Clifford Bañagale, Chibundu Orukwowu",2 wins & 5 nominations.,USA,"English, German"
64831,tt1015971,The Boys: The Sherman Brothers' Story,2009,Documentary,7.9,24 Apr 2009,"Julie Andrews, Jim Dale, Roy Edward Disney, Micky Dolenz",,USA,English
266814,tt1454902,1939: Hollywood's Greatest Year,2009,Documentary,8.4,02 Jul 2009,"Kenneth Branagh, Leonard Maltin, Thomas Schatz, F.X. Feeney",,USA,English
301233,tt0111464,Terrified,1995,"Horror, Mystery, Thriller",3.0,13 Jan 1995,"Heather Graham, Lisa Zane, Paul Herman, Rustam Branaman",1 nomination.,USA,English
14728,tt1146438,The Librarian III: The Curse of the Judas Chalice,2008,"Action, Adventure, Comedy",6.5,07 Dec 2008,"Noah Wyle, Bruce Davison, Stana Katic, Bob Newhart",Nominated for 3 Primetime Emmys. Another 1 win & 5 nominations.,USA,English
38940,tt0110490,Men of War,1994,"Action, Drama, Thriller",5.8,12 May 1995,"Dolph Lundgren, Charlotte Lewis, BD Wong, Tony Denison",,"USA, Spain",English
14758,tt0944101,Good Dick,2008,"Comedy, Drama, Romance",6.4,03 Oct 2008,"Marianna Palka, Jason Ritter, Eric Edelstein, Mark Webber",1 win & 1 nomination.,USA,"English, Polish, German"
767,tt0417741,Harry Potter and the Half-Blood Prince,2009,"Adventure, Family, Fantasy",7.5,15 Jul 2009,"Daniel Radcliffe, Michael Gambon, Dave Legeno, Elarica Johnson",Nominated for 1 Oscar. Another 8 wins & 34 nominations.,"UK, USA",English
245367,tt0117780,Summer of Fear,1996,"Drama, Horror, Mystery",5.5,03 Apr 1996,"Gregory Harrison, Glynnis O'Connor, Lee Garlington, David Gallagher",,USA,English
68572,tt0195165,Possessed,2000,"Horror, Drama",5.3,22 Oct 2000,"Timothy Dalton, Henry Czerny, Jonathan Malen, Michael Rhoades",1 nomination.,USA,English
23964,tt0282171,Slap Shot 2: Breaking the Ice,2002,"Comedy, Sport",4.3,26 Mar 2002,"Stephen Baldwin, Jessica Steen, Gary Busey, David Hemmings",1 win & 8 nominations.,USA,English
14197,tt0404254,My Sassy Girl,2008,"Comedy, Drama, Romance",6.3,26 Jun 2008,"Elisha Cuthbert, Jesse Bradford, Austin Basis, Chris Sarandon",1 nomination.,USA,English
8054,tt1054606,The Imaginarium of Doctor Parnassus,2009,"Adventure, Fantasy, Mystery",6.8,08 Jan 2010,"Andrew Garfield, Christopher Plummer, Richard Riddell, Katie Lyons",Nominated for 2 Oscars. Another 5 wins & 20 nominations.,"UK, Canada, France, USA","English, Russian, French"
123777,tt0100624,Sink or Swim,1990,Documentary,7.3,30 Sep 1990,Jessica Meyerson,2 wins.,USA,English
30121,tt0960098,Winter of Frozen Dreams,2009,"Crime, Drama",4.8,03 Apr 2009,"Thora Birch, Keith Carradine, Brendan Sexton III, Leo Fitzpatrick",,USA,English
23720,tt1334537,Humpday,2009,"Comedy, Drama, Romance",6.1,16 Sep 2009,"Mark Duplass, Alycia Delmore, Joshua Leonard, Lynn Shelton",6 wins & 4 nominations.,USA,English
14843,tt0829297,Ten Inch Hero,2007,"Comedy, Drama, Romance",7.5,25 Apr 2007,"Elisabeth Harnois, Clea DuVall, Sean Patrick Flanery, Jensen Ackles",,USA,English
9974,tt0472118,Kill Your Darlings,2006,"Comedy, Drama",4.8,12 Apr 2006,"Lolita Davidovich, Andreas Wilson, Fares Fares, Alexander Skarsgård",,"Sweden, USA","English, Swedish"
20382,tt0833557,Visioneers,2008,"Comedy, Drama, Sci-Fi",6.1,,"Zach Galifianakis, Judy Greer, Mía Maestro, Missi Pyle",1 win.,USA,English
69342,tt0101660,The Dark Backward,1991,Comedy,5.5,09 Mar 1991,"Judd Nelson, Bill Paxton, Wayne Newton, Lara Flynn Boyle",1 nomination.,USA,English
37516,tt0138541,Judas Kiss,1998,"Crime, Drama, Thriller",6.4,23 Apr 1999,"Carla Gugino, Simon Baker, Emma Thompson, Alan Rickman",1 win & 1 nomination.,USA,English
19727,tt1203523,Streets of Blood,2009,"Action, Crime, Drama",4.4,28 Jul 2009,"Val Kilmer, 50 Cent, Sharon Stone, Michael Biehn",,USA,"English, Spanish"
38971,tt0358631,Pavement: Slow Century,2002,"Documentary, Music",7.8,22 Oct 2002,"Stephen Malkmus, Mark Ibold, Scott Kanberg, Bob Nastanovich",,USA,English
20407,tt1187041,The Answer Man,2009,"Comedy, Romance",6.5,30 Dec 2009,"Jeff Daniels, Lauren Graham, Lou Taylor Pucci, Olivia Thirlby",2 nominations.,USA,English
21208,tt1148204,Orphan,2009,"Horror, Mystery, Thriller",7.0,24 Jul 2009,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",1 win & 7 nominations.,"USA, Canada, Germany","English, American Sign Language, Estonian"
131351,tt0103626,Afterburn,1992,Drama,6.3,30 May 1992,"Laura Dern, Robert Loggia, Vincent Spano, Michael Rooker",Won 1 Golden Globe. Another 1 win & 9 nominations.,USA,English
16056,tt0948547,Fragments,2008,"Crime, Drama",5.7,26 Feb 2009,"Kate Beckinsale, Forest Whitaker, Guy Pearce, Dakota Fanning",,USA,English
20943,tt1142988,The Ugly Truth,2009,"Comedy, Romance",6.5,24 Jul 2009,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",3 wins & 4 nominations.,USA,English
21407,tt0844479,The Collector,2009,Horror,6.4,31 Jul 2009,"William Prael, Diane Ayala Goldner, Juan Fernández, Josh Stewart",,USA,English
12403,tt0971209,A Perfect Getaway,2009,"Adventure, Mystery, Thriller",6.5,07 Aug 2009,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez",1 nomination.,USA,English
15422,tt0433963,Dark Ride,2006,"Horror, Thriller",4.6,20 Oct 2006,"Jamie-Lynn Sigler, Patrick Renna, David Clayton Rogers, Alex Solowitz",,USA,English
14833,tt0837796,House,2008,"Drama, Horror, Thriller",4.7,07 Nov 2008,"Michael Madsen, Reynaldo Rosales, Heidi Dippold, Julie Ann Emery",,USA,English
41183,tt0315459,Dallas 362,2003,Drama,6.2,14 Jun 2003,"Scott Caan, Jeff Goldblum, Shawn Hatosy, Kelly Lynch",1 win.,USA,English
44578,tt1251357,Moonshot,2009,Drama,6.5,20 Jul 2009,"Daniel Lapaine, James Marsters, Andrew Lincoln, Nigel Whitmey",Nominated for 2 Primetime Emmys. Another 1 nomination.,"UK, USA",English
20856,tt0775552,Aliens in the Attic,2009,"Animation, Adventure, Comedy",5.4,31 Jul 2009,"Carter Jenkins, Austin Butler, Ashley Tisdale, Ashley Boettcher",2 nominations.,"USA, Canada",English
